Place Name,Room Type,Accommodates,Price,Rating,Num_Reviews,First Review,Last Review,Availability,Instant Book,Neighborhood ID,District,Neighborhood,Host ID,Host Name,Email,Date Joined,Host Location,Response Time,Response Rate,Acceptance Rate,Superhost,Listing Age (days),Days Since Last Review,Host Tenure (years)
Stylish home in Queens,Entire place,4,200.0,5.0,26,2018-03-11,2020-02-22,134,False,26,Queens,Sunnyside,996,Sandra J. Bhardwaj,sjbhardwaj99@gmail.com,2013-02-05,"New York, New York, United States",Within a few hours,100.0,73.0,True,752,39,7.2
Peaceful Private Luxe Bushwick Space,Private room,2,51.0,4.85,26,2018-04-23,2020-06-30,165,True,8,Brooklyn,Bushwick,1056,Leroy J. Jimenez,leroyjimenez@gmail.com,2013-03-29,"New York, New York, United States",Within a few hours,91.0,99.0,False,709,-90,7.0
A Taste of Historic Bedstuy - 20 mins to City!,Private room,1,49.0,5.0,29,2018-02-02,2020-01-31,89,False,7,Brooklyn,Bedford-Stuyvesant,1713,Phyllis J. Frank,pjfrank49@hotmail.com,2014-06-02,"Brooklyn, New York, United States",Within an hour,100.0,63.0,False,789,61,5.8
LIC 1 Bedroom 10 min to Times Sq -1 stop to NYC,Entire place,2,120.0,4.92,72,2018-02-20,2020-03-21,365,False,24,Queens,Long Island City,3152,Brandy T. Norton,brandyn@yahoo.com,2017-02-12,"New York, New York, United States",Within an hour,100.0,98.0,True,771,11,3.1
Large 1 bdr apartment. 20 mins to Times square,Entire place,4,95.0,4.38,52,2018-02-22,2020-03-04,46,False,16,Manhattan,Harlem,2428,Crystal J. Reyes,crystalreyes@hotmail.com,2015-08-21,"New York, New York, United States",Within an hour,100.0,100.0,False,769,28,4.6
A ROOM DESIGNED JUST FOR YOU,Private room,2,75.0,4.75,20,2018-08-05,2020-01-04,365,True,7,Brooklyn,Bedford-Stuyvesant,2829,Joshua J. Park,jjpark@outlook.com,2016-05-16,"New York, New York, United States",Within an hour,100.0,100.0,True,605,88,3.9
HUGE One Bedroom East Village!,Entire place,2,224.0,4.83,72,2018-01-13,2020-02-24,270,False,15,Manhattan,East Village,3455,Karen R. Wright,karenw19@hotmail.com,2018-01-11,"Burbank, California, United States",Within a day,50.0,100.0,True,809,37,2.2
Huge Bright Spacious apartment to Share,Private room,1,169.0,5.0,3,2018-05-09,2018-06-07,0,True,15,Manhattan,East Village,3455,Karen R. Wright,karenw19@hotmail.com,2018-01-11,"Burbank, California, United States",Within a day,50.0,100.0,True,693,664,2.2
"Clean, Large 2 Bedroom Duplex Apartment w/ Patio",Entire place,6,220.0,4.74,38,2018-03-27,2020-07-08,157,False,14,Manhattan,East Harlem,2630,Cameron R. Cole,cameronc@outlook.com,2016-01-09,"New York, New York, United States",Within a day,57.0,100.0,True,736,-98,4.2
Great private room in Hellâ€™s kitchen TIMES SQUARE,Private room,2,66.0,4.55,99,2018-01-20,2020-08-13,344,False,17,Manhattan,Hell's Kitchen,3456,Jessica A. Porter,jessicap86@hotmail.com,2018-01-11,"New York, New York, United States",Within an hour,100.0,99.0,False,802,-134,2.2
Amazing Private Room @Madison Square Garden,Private room,2,59.0,4.54,134,2018-01-21,2020-07-11,341,True,17,Manhattan,Hell's Kitchen,3456,Jessica A. Porter,jessicap86@hotmail.com,2018-01-11,"New York, New York, United States",Within an hour,100.0,99.0,False,801,-101,2.2
A perfect Private living room in  @times square,Private room,2,89.0,4.38,71,2018-01-21,2020-03-08,339,True,17,Manhattan,Hell's Kitchen,3456,Jessica A. Porter,jessicap86@hotmail.com,2018-01-11,"New York, New York, United States",Within an hour,100.0,99.0,False,801,24,2.2
Luxury Chelsea apt. walking distance to everything,Entire place,4,375.0,4.97,37,2018-03-17,2019-11-18,34,True,13,Manhattan,Chelsea,1048,Lauren N. Sanders,laurens@outlook.com,2013-03-24,"New York, New York, United States",A few days or more,0.0,100.0,False,746,135,7.0
Madinina,Private room,2,70.0,4.82,51,2018-03-18,2020-03-01,365,True,16,Manhattan,Harlem,3158,Roger L. Washington,rogerw33@hotmail.com,2017-02-17,"New York, New York, United States",Within an hour,100.0,100.0,False,745,31,3.1
"Cosy, Colorful, Great Bedford Stuyvesant Location",Entire place,6,80.0,4.75,20,2018-02-18,2020-07-30,7,False,7,Brooklyn,Bedford-Stuyvesant,2040,Robin F. Anderson,robina@hotmail.com,2014-12-04,"New York, New York, United States",Within an hour,94.0,95.0,False,773,-120,5.3
Metropolitan Brooklyn Oasis in Heart of Bed Stuy,Entire place,5,150.0,4.82,62,2018-02-25,2020-03-09,358,True,7,Brooklyn,Bedford-Stuyvesant,3454,Joan P. Frazier,joanfrazier@yahoo.com,2018-01-10,"Brooklyn, New York, United States",Within a day,100.0,100.0,False,766,23,2.2
Huge and private sun drenched room in heart of BK,Private room,2,52.0,4.89,28,2018-01-26,2019-12-10,89,True,7,Brooklyn,Bedford-Stuyvesant,740,Diana B. Marino,dbmarino@gmail.com,2012-07-19,"New York, New York, United States",A few days or more,0.0,67.0,False,796,113,7.7
(AC) 4 ppl - 2 Rooms 1 private and 1 sharing bath,Private room,4,150.0,5.0,15,2018-02-04,2019-12-31,40,False,22,Queens,Flushing,3130,Dorothy D. Haynes,ddhaynes@yahoo.com,2017-01-11,"New York, New York, United States",Within an hour,100.0,100.0,True,787,92,3.2
Private room in colorful Brooklyn neighborhood,Private room,1,100.0,4.34,35,2018-02-05,2019-10-16,81,False,12,Brooklyn,Williamsburg,2472,Samantha M. Walker,samanthawalker96@outlook.com,2015-09-22,"New York, New York, United States",Within an hour,100.0,75.0,False,786,168,4.5
Bright and Beautiful Artistsâ€™ Haven,Private room,2,80.0,4.17,6,2019-05-18,2020-06-10,0,True,25,Queens,Ridgewood,2158,Mildred D. Warren,mildredwarren@yahoo.com,2015-03-07,"Queens, New York, United States",Within an hour,100.0,67.0,False,319,-70,5.1
Sunny park-view room in Harlem brownstone,Private room,1,69.0,5.0,26,2018-05-17,2020-05-23,168,False,16,Manhattan,Harlem,1324,Debra L. Rahim,debrarahim51@hotmail.com,2013-09-04,"New York, New York, United States",Within an hour,100.0,95.0,True,685,-52,6.6
room 3 Manhattan private room,Private room,4,59.0,4.83,6,2018-02-15,2019-11-03,364,False,16,Manhattan,Harlem,3448,Mallory N. Chandler,mallorychandler26@hotmail.com,2017-12-29,"New York, New York, United States",Within an hour,100.0,75.0,False,776,150,2.3
room 3 Manhattan private room,Private room,3,55.0,4.4,5,2018-05-20,2019-07-20,179,False,16,Manhattan,Harlem,3448,Mallory N. Chandler,mallorychandler26@hotmail.com,2017-12-29,"New York, New York, United States",Within an hour,100.0,75.0,False,682,256,2.3
room 2 Manhattan private room,Private room,4,59.0,5.0,3,2018-04-10,2019-10-18,365,False,16,Manhattan,Harlem,3448,Mallory N. Chandler,mallorychandler26@hotmail.com,2017-12-29,"New York, New York, United States",Within an hour,100.0,75.0,False,722,166,2.3
room 2 Manhattan private room,Private room,3,55.0,4.5,4,2018-05-21,2018-08-23,364,False,16,Manhattan,Harlem,3448,Mallory N. Chandler,mallorychandler26@hotmail.com,2017-12-29,"New York, New York, United States",Within an hour,100.0,75.0,False,681,587,2.3
Crown Heights Hideaway,Private room,2,71.0,4.77,26,2018-02-17,2020-01-18,179,True,10,Brooklyn,East Flatbush,3459,Harold M. Pratt,haroldpratt6@gmail.com,2018-01-18,"Brooklyn, New York, United States",Within a day,100.0,100.0,False,774,74,2.2
Beautiful Modern Bedstuy Brownstone Apartments,Entire place,4,100.0,4.89,113,2018-01-26,2020-08-01,289,False,7,Brooklyn,Bedford-Stuyvesant,2490,Tiffany J. Mishra,tiffanymishra@outlook.com,2015-10-03,"Brooklyn, New York, United States",Within an hour,100.0,88.0,False,796,-122,4.5
Private Floorâ€”Full Private Bathâ€”3 Min to Subway!,Private room,2,73.0,4.82,38,2018-02-03,2020-02-17,90,False,7,Brooklyn,Bedford-Stuyvesant,1710,Theresa H. Price,theresaprice46@hotmail.com,2014-05-29,"Brooklyn, New York, United States",Within a few hours,100.0,98.0,False,788,44,5.8
Beautiful 2-br Apt in the Heart of Williamsburg,Entire place,4,199.0,5.0,7,2018-05-31,2019-10-17,0,False,11,Brooklyn,Greenpoint,511,Krystal G. Drake,krystald42@yahoo.com,2012-01-31,"New York, New York, United States",Within a few hours,100.0,60.0,False,671,167,8.2
Best location! Cozy East Village bohemian loft,Entire place,2,157.0,5.0,29,2018-02-04,2020-03-11,0,True,15,Manhattan,East Village,1776,Brandon B. Graham,brandongraham@gmail.com,2014-07-04,"New York, New York, United States",Within an hour,100.0,100.0,True,787,21,5.7
"Spacious & Quiet 1 Br Upper West Side, close to CP",Entire place,1,126.0,5.0,19,2018-03-03,2020-07-27,267,False,20,Manhattan,Upper West Side,3183,Aaron M. Lindsey,aaronl15@yahoo.com,2017-03-15,"New York, New York, United States",Within an hour,100.0,56.0,True,760,-117,3.0
Beautiful Sunny 1 BR Apt in Central Williamsburg,Entire place,2,119.0,4.88,8,2018-04-20,2019-12-07,21,False,12,Brooklyn,Williamsburg,2969,Jamie O. Roberts,jamier@hotmail.com,2016-08-18,"New York, New York, United States",Within an hour,100.0,75.0,False,712,116,3.6
"Charming, Spacious Apartment on theUpper East Side",Entire place,4,210.0,4.67,12,2018-05-30,2019-10-06,74,False,19,Manhattan,Upper East Side,1263,Ashley A. Zimmerman,ashleyazimmerman77@yahoo.com,2013-07-27,"New York, New York, United States",Within an hour,100.0,56.0,False,672,178,6.7
MODERN AND BEAUTIFUL  BROOKLYN,Private room,2,60.0,4.51,61,2018-01-28,2019-10-15,180,False,9,Brooklyn,Crown Heights,3075,Roy H. Mason,roymason15@yahoo.com,2016-11-14,"New York, New York, United States",A few days or more,0.0,82.0,False,794,169,3.4
XL Private Room in a Magnificent Penthouse NYC1,Private room,2,66.0,4.82,17,2018-03-18,2020-07-30,122,False,15,Manhattan,East Village,3461,Philip C. Lawrence,philiplawrence23@hotmail.com,2018-01-22,"New York, New York, United States",Within a few hours,100.0,79.0,False,745,-120,2.2
Private Room A In Prime Location,Private room,2,54.0,4.72,214,2018-01-27,2020-07-27,356,False,18,Manhattan,Midtown,3436,Dorothy N. Okeefe,dorothyokeefe@hotmail.com,2017-12-12,"New York, New York, United States",Within an hour,94.0,99.0,False,795,-117,2.3
"Three Bedroom Duplex apart. Clean, Modern Apt. 41",Entire place,5,159.0,4.0,3,2018-04-27,2019-04-27,180,True,18,Manhattan,Midtown,2905,Irene C. Jones,icjones70@outlook.com,2016-06-28,"New York, New York, United States",Within an hour,100.0,96.0,True,705,340,3.8
Centrally Located Comfy 2BR Midtown Apartment,Entire place,6,156.0,4.74,192,2018-02-12,2020-07-31,288,True,17,Manhattan,Hell's Kitchen,3464,Andrew C. Agrawal,andrewagrawal@gmail.com,2018-01-25,"New York, New York, United States",Within a few hours,100.0,99.0,False,779,-121,2.2
Cosy one-bedroom nest in the heart of Williamsburg,Entire place,3,128.0,4.8,81,2018-02-18,2020-03-14,79,True,12,Brooklyn,Williamsburg,3465,Tina G. Pearson,tgpearson39@hotmail.com,2018-01-26,"Los Angeles, California, United States",Within a few hours,83.0,93.0,False,773,18,2.2
.Melinda's Place,Entire place,3,65.0,4.91,127,2018-02-15,2020-03-18,228,True,9,Brooklyn,Crown Heights,3467,Joann S. Rock,joannsrock@outlook.com,2018-01-27,"Brooklyn, New York, United States",Within an hour,90.0,99.0,True,776,14,2.2
"Main st APT w PRIVATE Bath, bedroom, living room.",Private room,3,109.0,4.92,96,2018-02-01,2020-08-02,83,False,22,Queens,Flushing,3430,Sherry J. Lowery,sherrylowery@gmail.com,2017-12-08,"Queens, New York, United States",Within an hour,100.0,100.0,True,790,-123,2.3
The Real Williamsburg Apartment (Price Negotiable),Entire place,3,175.0,5.0,7,2018-02-18,2018-04-08,97,False,12,Brooklyn,Williamsburg,1210,Clarence E. Antonio,ceantonio@hotmail.com,2013-06-28,"New York, New York, United States",Within an hour,100.0,50.0,False,773,724,6.8
Cozy Midtown Studio,Entire place,2,135.0,4.98,51,2018-11-25,2020-02-17,15,False,17,Manhattan,Hell's Kitchen,3603,Beverly H. Bishop,beverlyb@gmail.com,2018-07-21,"New York, New York, United States",Within a few hours,100.0,96.0,True,493,44,1.7
Delightful condo,Entire place,2,175.0,4.69,26,2018-01-29,2019-10-26,45,False,21,Queens,Astoria,2821,Michael J. Adrian,mjadrian42@gmail.com,2016-05-12,"New York, New York, United States",A few days or more,0.0,33.0,False,793,158,3.9
Luxury Meets Classic Brownstone w/ Outdoor Space!,Entire place,8,250.0,4.84,55,2018-04-13,2020-05-31,320,False,7,Brooklyn,Bedford-Stuyvesant,910,Tracy K. Black,tracyb8@hotmail.com,2012-11-18,"New York, New York, United States",Within a few hours,100.0,69.0,True,719,-60,7.4
Newly renovated 3 Bed 2.5 bath Full amenities,Entire place,8,300.0,5.0,3,2019-01-25,2020-01-29,319,True,19,Manhattan,Upper East Side,3141,Carol F. Barlow,cfbarlow@outlook.com,2017-01-29,"New York, New York, United States",Within an hour,97.0,100.0,False,432,63,3.2
CHIC & LARGE private bedroom in fancy neighborhood,Private room,3,149.0,4.89,38,2018-02-04,2019-11-08,90,False,18,Manhattan,Midtown,1597,Diane P. Moore,dianemoore24@outlook.com,2014-03-14,"New York, New York, United States",Within a few hours,100.0,61.0,False,787,145,6.1
Eclectic Enclave 1bd/1 ba - monthly rate avail,Entire place,4,114.0,4.6,106,2018-02-11,2020-03-15,356,False,7,Brooklyn,Bedford-Stuyvesant,1936,Samantha B. Snow,samanthasnow84@yahoo.com,2014-10-07,"New York, New York, United States",Within a few hours,100.0,100.0,True,780,17,5.5
Huge Brooklyn Room in Bushwick - 2,Private room,4,55.0,5.0,4,2018-02-08,2018-03-16,179,False,8,Brooklyn,Bushwick,1425,Lisa C. May,lisacmay91@yahoo.com,2013-11-07,"New York, New York, United States",Within a day,67.0,33.0,False,783,747,6.4
Modern sun-filled 1 bed oasis- Graham Ave L train,Entire place,2,156.0,4.81,32,2018-02-18,2020-03-01,172,False,12,Brooklyn,Williamsburg,1216,Randall L. Goh,randallgoh96@outlook.com,2013-07-01,"New York, New York, United States",Within a day,100.0,29.0,False,773,31,6.8
HELLS KITCHEN APT 3MIN WALK FROM TIME SQUARE,Entire place,3,199.0,5.0,11,2019-09-13,2019-12-29,44,False,17,Manhattan,Hell's Kitchen,2890,Tammy A. Simmons,tammyasimmons@yahoo.com,2016-06-20,"New York, New York, United States",Within a day,100.0,73.0,True,201,94,3.8
Peaceful Home in Brooklyn Close to Manhattan,Entire place,4,101.0,4.97,164,2018-02-11,2020-08-02,139,False,9,Brooklyn,Crown Heights,1841,Amanda D. Henry,amandah@gmail.com,2014-08-12,"New York, New York, United States",Within a few hours,89.0,88.0,True,780,-123,5.6
"Brick Brownstone Apartment, Perfect for Families",Entire place,5,108.0,4.98,104,2018-04-13,2020-07-12,317,False,7,Brooklyn,Bedford-Stuyvesant,115,Virginia D. Bartlett,virginiab@outlook.com,2010-07-24,"Brooklyn, New York, United States",Within an hour,100.0,96.0,True,719,-102,9.7
SPECIAL PRICING!!!!! The Home away from home!!!!,Entire place,5,120.0,4.9,41,2018-03-19,2020-07-19,34,True,7,Brooklyn,Bedford-Stuyvesant,2698,Laurie C. Jovanovic,lauriecjovanovic@hotmail.com,2016-02-25,"Greensboro, North Carolina, United States",Within an hour,100.0,95.0,True,744,-109,4.1
experience bklyn's best,Private room,1,100.0,5.0,3,2018-05-20,2019-09-21,365,True,10,Brooklyn,East Flatbush,3004,Tom D. Garcia,tomgarcia@yahoo.com,2016-09-08,"New York, New York, United States",Within an hour,100.0,100.0,True,682,193,3.6
Gem in the East Village,Entire place,3,125.0,4.73,26,2018-02-19,2020-03-10,5,False,15,Manhattan,East Village,708,David L. Matthews,dlmatthews62@gmail.com,2012-06-30,"New York, New York, United States",Within an hour,100.0,89.0,True,772,22,7.8
BROOKLYN STYLE APART,Private room,2,70.0,4.83,60,2018-02-11,2019-11-03,180,False,9,Brooklyn,Crown Heights,3075,Roy H. Mason,roymason15@yahoo.com,2016-11-14,"New York, New York, United States",A few days or more,0.0,82.0,False,780,150,3.4
Stylish Modern Garden Bedroom w/ensuite bathroom,Private room,1,116.14,4.9,21,2018-06-17,2019-10-10,365,False,7,Brooklyn,Bedford-Stuyvesant,2511,Lisa M. Reyes,lisamreyes@outlook.com,2015-10-21,"New York, New York, United States",Within an hour,100.0,79.0,True,654,174,4.4
Stylish Modern Master Bedroom w/ensuite bathroom,Private room,2,129.0,4.93,29,2018-05-20,2019-12-08,365,False,7,Brooklyn,Bedford-Stuyvesant,2511,Lisa M. Reyes,lisamreyes@outlook.com,2015-10-21,"New York, New York, United States",Within an hour,100.0,79.0,True,682,115,4.4
"Modern, Sunny 3 Bdrm 2 Ba w/ Huge Backyard",Entire place,5,145.0,5.0,5,2018-07-07,2020-02-22,0,False,11,Brooklyn,Greenpoint,1120,Megan H. Bond,meganb3@yahoo.com,2013-05-09,"New York, New York, United States",Within a few hours,100.0,97.0,True,634,39,6.9
1min from the station K size bed 20min toManhattan,Private room,3,70.0,4.81,85,2018-03-13,2020-04-04,358,False,7,Brooklyn,Bedford-Stuyvesant,2647,Tammy W. Carroll,twcarroll@gmail.com,2016-01-20,"New York, New York, United States",Within a few hours,92.0,91.0,False,750,-3,4.2
Bright Room with Qsize bed 20min to dt Manhattan,Private room,2,55.0,4.56,64,2018-03-17,2020-03-03,349,False,7,Brooklyn,Bedford-Stuyvesant,2647,Tammy W. Carroll,twcarroll@gmail.com,2016-01-20,"New York, New York, United States",Within a few hours,92.0,91.0,False,746,29,4.2
Nice Room for ONE (1) Person,Private room,1,40.0,4.11,27,2018-03-31,2020-01-04,320,True,9,Brooklyn,Crown Heights,3243,Bobby B. Webb,bbwebb21@gmail.com,2017-05-18,"New York, New York, United States",Within an hour,100.0,100.0,False,732,88,2.9
Quiet & Convenient in heart of midtown,Private room,2,99.0,4.74,85,2018-02-20,2020-03-05,90,True,18,Manhattan,Midtown,790,Steve J. Hui,steveh@outlook.com,2012-08-21,"New York, New York, United States",Within a day,100.0,98.0,False,771,27,7.6
Private bedroom in Astoria,Private room,4,100.0,5.0,30,2018-11-30,2020-03-10,15,True,21,Queens,Astoria,1537,Debra D. Jack,debraj80@outlook.com,2014-01-27,"New York, New York, United States",Within an hour,100.0,100.0,True,488,22,6.2
Spacious 2 level home for Groups sleeps upto 12,Entire place,12,205.0,4.56,25,2018-04-08,2020-01-02,353,False,1,Bronx,Allerton,1520,Pamela J. Fernandez,pamelaf@yahoo.com,2014-01-14,"New York, New York, United States",Within a few hours,100.0,82.0,False,724,90,6.2
Large Sunny Clinton Hill/Bedstuy bedroom,Private room,2,150.0,4.52,29,2018-02-19,2020-03-31,365,True,7,Brooklyn,Bedford-Stuyvesant,3471,Randall C. Marshall,randallmarshall5@outlook.com,2018-02-08,"New York, New York, United States",Within a few hours,100.0,96.0,False,772,1,2.1
Cozy & Comfortable Modern Apartment,Private room,3,62.0,4.39,51,2018-02-25,2019-12-30,90,False,16,Manhattan,Harlem,855,William G. Webster,williamw@hotmail.com,2012-10-07,"New York, New York, United States",Within a day,50.0,83.0,False,766,93,7.5
La Casa di Bella: A beautiful getaway for NY tours,Private room,1,44.29,4.83,18,2019-08-30,2020-03-25,165,True,6,Bronx,Wakefield,3451,Catherine J. Hardy,cjhardy@gmail.com,2018-01-05,"New York, New York, United States",Within an hour,100.0,92.0,True,215,7,2.2
Chic Williamsburg getaway,Private room,2,185.0,4.98,140,2018-02-18,2020-07-31,196,False,12,Brooklyn,Williamsburg,3474,Norma F. Cook,normafcook@hotmail.com,2018-02-10,"Brooklyn, New York, United States",Within an hour,100.0,98.0,True,773,-121,2.1
(B) Room for 2 - sharing bath,Private room,2,60.0,4.85,27,2018-03-11,2020-01-02,0,False,22,Queens,Flushing,3130,Dorothy D. Haynes,ddhaynes@yahoo.com,2017-01-11,"New York, New York, United States",Within an hour,100.0,100.0,True,752,90,3.2
"Contemporary Home Away from Home, Entire house",Entire place,12,345.0,4.98,65,2018-03-11,2020-03-18,349,True,30,Staten Island,Tompkinsville,221,Jeff K. Noble,jeffn6@yahoo.com,2011-04-11,"New York, New York, United States",Within an hour,100.0,97.0,True,752,14,9.0
Peaceful room in popular prime Bushwick street art,Private room,2,60.0,4.98,115,2018-03-04,2020-03-01,45,False,8,Brooklyn,Bushwick,968,Dennis M. Armstrong,dennismarmstrong@gmail.com,2013-01-12,"New York, New York, United States",Within a few hours,100.0,90.0,True,759,31,7.2
1 BR Flat in Williamsburg (3 blocks from  Bedford),Entire place,3,129.0,4.73,60,2018-03-12,2020-02-03,0,False,12,Brooklyn,Williamsburg,1417,Mary C. Fletcher,marycfletcher@hotmail.com,2013-11-05,"New York, New York, United States",Within a day,100.0,68.0,False,751,58,6.4
Artsy Queen Bedroom Bushwick Jefferson L Train,Private room,2,68.0,4.98,41,2018-04-01,2020-03-16,89,False,25,Queens,Ridgewood,1390,Pamela K. Cole,pkcole@outlook.com,2013-10-17,"New York, New York, United States",A few days or more,0.0,64.0,False,731,16,6.5
Central Park - Room for 2 to 4,Private room,4,119.0,4.7,70,2018-03-18,2020-03-17,260,False,20,Manhattan,Upper West Side,2697,Brandon R. Gordon,brgordon@outlook.com,2016-02-24,"New York, New York, United States",Within an hour,100.0,98.0,False,745,15,4.1
Cosy private room in Manhattan!!!,Private room,4,52.0,4.92,109,2018-05-02,2020-08-06,179,True,14,Manhattan,East Harlem,3330,Walter A. Knowles,walterknowles19@hotmail.com,2017-08-09,"New York, New York, United States",Within an hour,100.0,97.0,True,700,-127,2.6
Huge apartment in brand new building!,Entire place,2,103.0,4.69,13,2018-03-16,2020-08-09,0,False,14,Manhattan,East Harlem,3199,Judith R. Vaughn,jrvaughn@outlook.com,2017-04-01,"New York, New York, United States",Within an hour,100.0,83.0,False,747,-130,3.0
2 bedrooms flat near Central Park,Entire place,4,199.0,4.99,93,2018-03-25,2020-07-11,40,False,19,Manhattan,Upper East Side,3232,Jack J. Little,jacklittle@outlook.com,2017-05-02,"New York, New York, United States",Within an hour,100.0,97.0,True,738,-101,2.9
WILLIAMSBURG BROOKLYN PRIVATE ENTRANCE SAFE!!!,Entire place,2,88.0,4.92,24,2018-10-27,2020-07-20,137,True,12,Brooklyn,Williamsburg,2166,Shirley W. Farley,swfarley56@gmail.com,2015-03-12,"New York, New York, United States",Within a few hours,100.0,82.0,True,522,-110,5.1
Sunny Williamsburg Apt (1 month min stay),Private room,1,68.0,4.8,10,2018-09-30,2020-07-31,265,False,12,Brooklyn,Williamsburg,478,Angela T. Morrison,atmorrison@outlook.com,2011-12-27,"Nashville, Tennessee, United States",Within an hour,100.0,69.0,True,549,-121,8.3
Trendy Bushwick Place (in Brooklyn),Entire place,4,83.0,4.82,119,2018-03-03,2020-08-11,203,False,8,Brooklyn,Bushwick,3477,Brittany S. Rahman,brittanyrahman78@gmail.com,2018-02-14,"Queens, New York, United States",Within an hour,100.0,97.0,False,760,-132,2.1
Inspiring & Tranquil Experience,Shared room,3,19.0,4.42,50,2018-02-17,2020-02-22,92,False,20,Manhattan,Upper West Side,3192,Melissa I. Arnold,melissaarnold@yahoo.com,2017-03-24,"New York, New York, United States",Within a few hours,100.0,72.0,False,774,39,3.0
Enormous 10 foot ceiling Bushwick room,Private room,3,56.0,4.91,23,2018-03-18,2020-07-26,180,True,8,Brooklyn,Bushwick,3249,Diane I. Sharp,dianeisharp18@yahoo.com,2017-05-22,"Brooklyn, New York, United States",Within an hour,100.0,99.0,True,745,-116,2.9
"Upper East Side Gem - Balcony, River View + Wine",Entire place,2,159.0,4.92,26,2018-03-05,2020-02-21,37,False,14,Manhattan,East Harlem,207,Troy J. Chang,tjchang88@gmail.com,2011-03-07,"New York, New York, United States",Within an hour,100.0,92.0,True,758,40,9.1
True NYC experience! 1Br LOFT Prime  location USQ,Entire place,2,385.0,5.0,9,2018-06-01,2020-01-01,0,False,15,Manhattan,East Village,3478,Kyle T. Byrd,kylebyrd@hotmail.com,2018-02-18,"Brooklyn, New York, United States",A few days or more,25.0,54.0,False,670,91,2.1
Charming remote-friendly flat in historic Bed Stuy,Entire place,2,189.0,5.0,32,2018-03-15,2020-08-10,47,False,7,Brooklyn,Bedford-Stuyvesant,813,Norma J. Good,normag88@yahoo.com,2012-09-05,"New York, New York, United States",Within a few hours,100.0,100.0,True,748,-131,7.6
Modern Townhouse Apartment in Brooklyn,Entire place,4,115.0,4.92,61,2018-03-11,2020-02-22,176,False,7,Brooklyn,Bedford-Stuyvesant,860,Lori C. Rasheed,lcrasheed@gmail.com,2012-10-08,"New York, New York, United States",Within an hour,100.0,89.0,True,752,39,7.5
Two bedroom apartment in Brooklyn/Bed Stuy,Entire place,4,93.29,4.56,77,2018-03-18,2020-07-19,169,False,7,Brooklyn,Bedford-Stuyvesant,3373,Christine I. Cook,christinecook78@hotmail.com,2017-10-01,"Brooklyn, New York, United States",Within a few hours,96.0,98.0,False,745,-109,2.5
Premier E. 62nd Location...Lex to Park Avenue,Entire place,2,141.96,5.0,3,2018-04-30,2019-11-30,137,False,19,Manhattan,Upper East Side,2656,Brandy H. Hawkins,brandyhhawkins47@hotmail.com,2016-01-26,"New York, New York, United States",Within an hour,100.0,100.0,True,702,123,4.2
1 bedroom with 3 beds in Times Sq/Fashion district,Entire place,4,125.0,4.99,141,2018-05-16,2020-06-26,335,False,17,Manhattan,Hell's Kitchen,3484,Frank C. Raj,fcraj@outlook.com,2018-02-22,"New York, New York, United States",Within an hour,100.0,100.0,True,686,-86,2.1
Private Suite & Entry. 2 blocks to subway.,Entire place,3,95.0,4.96,74,2018-03-29,2020-03-21,325,True,24,Queens,Long Island City,1533,Michele K. Low,micheleklow@gmail.com,2014-01-23,"New York, New York, United States",Within an hour,100.0,100.0,True,734,11,6.2
Gorgeous Brooklyn Brownstone,Entire place,2,121.0,4.91,128,2018-03-19,2020-07-14,142,True,7,Brooklyn,Bedford-Stuyvesant,752,Kelsey J. Carlson,kelseyc@gmail.com,2012-07-27,"New York, New York, United States",Within an hour,100.0,100.0,True,744,-104,7.7
3 Bed + 2 Bath Trendy Upper East Apartment,Entire place,6,219.0,4.72,81,2018-03-15,2020-07-03,15,True,19,Manhattan,Upper East Side,2042,Kevin F. Perkins,kfperkins@outlook.com,2014-12-05,"Vancouver, British Columbia, Canada",Within a few hours,100.0,94.0,False,748,-93,5.3
Bushwick Awesome Apartment,Entire place,8,150.0,4.57,7,2018-03-20,2018-12-31,349,False,8,Brooklyn,Bushwick,1425,Lisa C. May,lisacmay91@yahoo.com,2013-11-07,"New York, New York, United States",Within a day,67.0,33.0,False,743,457,6.4
Townhouse at Grand Central,Entire place,2,252.0,4.8,5,2018-03-30,2020-07-31,90,True,18,Manhattan,Midtown,2069,Mary R. Simon,marys@gmail.com,2014-12-23,"New York, New York, United States",Within an hour,96.0,92.0,True,733,-121,5.3
Brooklyn Designer Home!!!,Entire place,6,350.0,5.0,5,2018-08-10,2019-07-30,263,False,9,Brooklyn,Crown Heights,1092,Lawrence S. Aragon,lawrencearagon32@gmail.com,2013-04-17,"New York, New York, United States",Within a day,100.0,50.0,False,600,246,7.0
"NYC Couch Crashers, Travelers, Tourists & Nomads",Shared room,1,42.0,5.0,26,2018-03-14,2020-01-13,74,False,26,Queens,Sunnyside,3480,Donna I. Ali,donnaali78@gmail.com,2018-02-21,"Queens, New York, United States",Within a day,100.0,50.0,False,749,79,2.1
Family-friendly apartment in Harlem MANHATTAN,Entire place,4,144.0,5.0,7,2018-07-15,2020-07-27,76,False,16,Manhattan,Harlem,895,Marie I. Lewis,milewis91@yahoo.com,2012-11-07,"New York, New York, United States",Within an hour,100.0,91.0,True,626,-117,7.4
