order_id,order_number,created_at,customer_id,customer_email,financial_status,fulfillment_status,currency,subtotal,discount_code,discount_amount,shipping,taxes,total,payment_method,billing_city,billing_province,billing_country,source,note
NB-5045,5045,2025-12-25 07:36:22,CUST-1073,pankaj_deshpande@protonmail.com,paid,fulfilled,USD,478.18,,0.0,0,31.28,509.46,Shop Pay,Miami,Florida,US,Referral,
NB-5431,5431,2025-12-25 08:12:08,CUST-1068,ritupillai@gmail.com,paid,fulfilled,USD,189.96,,0,0,11.82,201.78,Apple Pay,Leeds,England,GB,Organic Search,
NB-5435,5435,2025-12-25 08:50:00,CUST-1005,madisonal-rashid@outlook.com,paid,fulfilled,USD,188.9,,0,0,13.44,202.34,Credit Card,Leeds,England,GB,Google Ads,
NB-5195,5195,2025-12-25 12:21:53,CUST-1009,travis.white@hotmail.com,paid,shipped,USD,67.96,COFFEE15,10.19,0,5.53,63.3,Google Pay,Phoenix,Arizona,US,Email Campaign,
NB-5154,5154,2025-12-25 13:16:05,CUST-1144,megan_miller@outlook.com,paid,fulfilled,USD,59.97,NEWBREW20,11.99,0,4.43,52.41,Credit Card,Calgary,Alberta,CA,TikTok Ads,
NB-5146,5146,2025-12-25 14:51:15,CUST-1079,marcus.malhotra@yahoo.com,paid,fulfilled,USD,169.87,NEWBREW20,33.97,0,11.06,146.96,Google Pay,Edinburgh,Scotland,GB,Referral,
NB-5191,5191,2025-12-25 19:53:35,CUST-1141,peter.wright@hotmail.com,paid,fulfilled,USD,100.44,NEWBREW20,20.09,0,6.15,86.5,Apple Pay,Portland,Oregon,US,Instagram Ads,
NB-5204,5204,2025-12-25 20:06:29,CUST-1033,lakshmi_martin@yahoo.com,paid,fulfilled,USD,54.08,WELCOME10,5.41,0,3.28,51.95,Google Pay,Chennai,Tamil Nadu,IN,Google Ads,
NB-5102,5102,2025-12-25 20:11:39,CUST-1177,casey_moore@gmail.com,paid,fulfilled,USD,212.67,COFFEE15,31.9,0,11.66,192.43,PayPal,Delhi,Delhi,IN,Referral,
NB-5048,5048,2025-12-25 21:17:20,CUST-1157,harishyoung@hotmail.com,paid,fulfilled,USD,103.95,,0.0,0,8.07,112.02,Shop Pay,Dallas,Texas,US,TikTok Ads,
NB-5200,5200,2025-12-25 22:43:08,CUST-1036,jake_adams@protonmail.com,paid,fulfilled,USD,130.29,LOYALTY5,6.51,0,11.74,135.52,PayPal,Sacramento,California,US,Instagram Ads,
NB-5149,5149,2025-12-26 08:05:10,CUST-1150,urmi.phillips@gmail.com,paid,fulfilled,USD,171.28,NEWBREW20,34.26,0,13.51,150.53,Credit Card,Philadelphia,Pennsylvania,US,Referral,
NB-5125,5125,2025-12-26 10:57:34,CUST-1105,ashley_martinez@outlook.com,paid,delivered,USD,129.67,LOYALTY5,6.48,0,10.24,133.43,Credit Card,Tokyo,Tokyo,JP,Instagram Ads,
NB-5216,5216,2025-12-26 16:05:09,CUST-1189,pranaviyer@hotmail.com,paid,fulfilled,USD,196.86,,0.0,0,17.76,214.62,Credit Card,Berlin,Berlin,DE,Referral,
NB-5264,5264,2025-12-26 20:29:02,CUST-1116,jake_patel@outlook.com,paid,fulfilled,USD,106.96,WELCOME10,10.7,0,7.65,103.91,PayPal,Bangalore,Karnataka,IN,Organic Search,
NB-5269,5269,2025-12-26 23:13:18,CUST-1027,pooja.thompson@hotmail.com,paid,shipped,USD,170.94,,0.0,0,14.13,185.07,PayPal,New York,New York,US,TikTok Ads,
NB-5231,5231,2025-12-26 23:32:14,CUST-1133,alex.desai@outlook.com,paid,fulfilled,USD,245.95,,0.0,0,21.35,267.3,Credit Card,Bristol,England,GB,Organic Search,
NB-5046,5046,2025-12-27 10:44:55,CUST-1103,divya.green@protonmail.com,paid,fulfilled,USD,98.45,LOYALTY5,4.92,0,7.98,101.51,Credit Card,Calgary,Alberta,CA,Facebook Ads,
NB-5018,5018,2025-12-27 12:51:48,CUST-1015,kiran_clark@yahoo.com,paid,delivered,USD,266.91,COFFEE15,40.04,0,21.91,248.78,Apple Pay,Detroit,Michigan,US,TikTok Ads,
NB-5243,5243,2025-12-27 15:10:50,CUST-1048,mariasharma@icloud.com,paid,fulfilled,USD,187.42,NEWBREW20,37.48,0,10.71,160.65,Google Pay,Kochi,Kerala,IN,Email Campaign,
NB-5406,5406,2025-12-27 21:06:33,CUST-1061,rohit_walker@icloud.com,paid,fulfilled,USD,145.95,,0,0,9.75,155.7,Shop Pay,Los Angeles,California,US,Organic Search,
NB-5106,5106,2025-12-27 23:13:41,CUST-1111,meghathakur@hotmail.com,paid,fulfilled,USD,446.02,,0.0,0,26.8,472.82,Google Pay,Toronto,Ontario,CA,Referral,
NB-5132,5132,2025-12-27 23:32:48,CUST-1012,sunitaallen@hotmail.com,paid,fulfilled,USD,199.18,WELCOME10,19.92,0,14.5,193.76,Google Pay,Sacramento,California,US,Google Ads,
NB-5438,5438,2025-12-28 07:58:22,CUST-1043,komalwalker@protonmail.com,paid,fulfilled,USD,59.96,,0,0,3.88,63.84,Apple Pay,Birmingham,England,GB,Organic Search,
NB-5245,5245,2025-12-28 10:00:47,CUST-1167,nupur_khanna@gmail.com,paid,fulfilled,USD,195.91,,0.0,0,17.49,213.4,Credit Card,Atlanta,Georgia,US,Email Campaign,
NB-5056,5056,2025-12-28 10:34:20,CUST-1184,taylor.deshpande@protonmail.com,paid,fulfilled,USD,76.97,LOYALTY5,3.85,0,6.17,79.29,Apple Pay,Brooklyn,New York,US,Email Campaign,
NB-5280,5280,2025-12-28 13:58:05,CUST-1006,ravi_adams@protonmail.com,paid,fulfilled,USD,356.87,,0.0,0,31.6,388.47,Shop Pay,Delhi,Delhi,IN,Referral,
NB-5171,5171,2025-12-28 16:22:56,CUST-1020,brett.menon@protonmail.com,paid,delivered,USD,217.7,WELCOME10,21.77,0,19.37,215.3,PayPal,Las Vegas,Nevada,US,Referral,
NB-5108,5108,2025-12-28 18:13:29,CUST-1042,cameron.anderson@yahoo.com,paid,delivered,USD,457.41,NEWBREW20,91.48,0,35.65,401.58,PayPal,Dubai,Dubai,AE,TikTok Ads,
NB-5242,5242,2025-12-28 21:22:26,CUST-1193,aisha_menon@outlook.com,paid,fulfilled,USD,101.41,NEWBREW20,20.28,0,7.6,88.73,PayPal,Tokyo,Tokyo,JP,Instagram Ads,
NB-5019,5019,2025-12-28 23:20:49,CUST-1147,rileybajaj@outlook.com,paid,fulfilled,USD,140.94,,0.0,0,13.61,154.55,Credit Card,Manhattan,New York,US,Email Campaign,
NB-5003,5003,2025-12-29 08:22:59,CUST-1107,stefan.yamamoto@protonmail.com,paid,delivered,USD,138.73,,0.0,0,9.09,147.82,Apple Pay,Dallas,Texas,US,Instagram Ads,
NB-5430,5430,2025-12-29 10:15:49,CUST-1068,ritupillai@gmail.com,paid,fulfilled,USD,81.96,,0,0,7.51,89.47,PayPal,Leeds,England,GB,Organic Search,
NB-5179,5179,2025-12-29 14:14:09,CUST-1009,travis.white@hotmail.com,paid,fulfilled,USD,37.98,LOYALTY5,1.9,0,2.78,38.86,Shop Pay,Phoenix,Arizona,US,Email Campaign,
NB-5002,5002,2025-12-29 15:49:18,CUST-1078,lucas_ibrahim@outlook.com,paid,fulfilled,USD,125.95,WELCOME10,12.6,0,10.51,123.86,Credit Card,Nashville,Tennessee,US,Email Campaign,
NB-5091,5091,2025-12-29 16:41:05,CUST-1062,sunita.tiwari@icloud.com,paid,fulfilled,USD,107.97,,0.0,0,9.01,116.98,Google Pay,San Francisco,California,US,Facebook Ads,
NB-5257,5257,2025-12-29 17:22:10,CUST-1105,ashley_martinez@outlook.com,paid,fulfilled,USD,292.46,,0.0,0,28.32,320.78,Credit Card,Tokyo,Tokyo,JP,Instagram Ads,
NB-5036,5036,2025-12-29 19:06:00,CUST-1123,monica_saxena@yahoo.com,paid,delivered,USD,79.97,,0.0,0,6.05,86.02,Apple Pay,Raleigh,North Carolina,US,Facebook Ads,
NB-5139,5139,2025-12-30 08:17:49,CUST-1001,tanya.davis@protonmail.com,paid,shipped,USD,169.94,NEWBREW20,33.99,0,9.7,145.65,Shop Pay,Brooklyn,New York,US,Organic Search,
NB-5249,5249,2025-12-30 08:59:37,CUST-1188,tushar.thakur@icloud.com,paid,fulfilled,USD,122.93,,0.0,0,11.42,134.35,Google Pay,Birmingham,England,GB,Organic Search,
NB-5436,5436,2025-12-30 11:49:24,CUST-1005,madisonal-rashid@outlook.com,paid,fulfilled,USD,149.97,,0,0,13.81,163.78,Apple Pay,Leeds,England,GB,Google Ads,
NB-5403,5403,2025-12-30 12:45:23,CUST-1143,peterwilliams@protonmail.com,paid,fulfilled,USD,247.96,,0,0,22.69,270.65,Credit Card,Sacramento,California,US,Referral,
NB-5110,5110,2025-12-30 13:17:25,CUST-1154,nikhil_wilson@icloud.com,paid,fulfilled,USD,476.57,,0.0,0,47.3,523.87,PayPal,Kolkata,West Bengal,IN,Referral,
NB-5112,5112,2025-12-30 14:09:53,CUST-1056,henryiyer@icloud.com,paid,fulfilled,USD,137.49,,0.0,0,10.22,147.71,Credit Card,Atlanta,Georgia,US,Instagram Ads,
NB-5128,5128,2025-12-30 16:06:45,CUST-1015,kiran_clark@yahoo.com,paid,fulfilled,USD,186.9,COFFEE15,28.04,0,15.17,174.03,PayPal,Detroit,Michigan,US,TikTok Ads,
NB-5423,5423,2025-12-30 17:28:40,CUST-1072,deepak_tiwari@protonmail.com,paid,fulfilled,USD,305.93,,0,0,19.93,325.86,Credit Card,Pune,Maharashtra,IN,Direct,
NB-5237,5237,2025-12-30 20:49:08,CUST-1007,oscar.smith@gmail.com,paid,fulfilled,USD,195.19,LOYALTY5,9.76,0,15.15,200.58,Google Pay,Portland,Oregon,US,Referral,
NB-5001,5001,2025-12-30 21:33:24,CUST-1119,tushar_thomas@gmail.com,paid,fulfilled,USD,74.96,,0.0,0,7.37,82.33,PayPal,Jaipur,Rajasthan,IN,Direct,
NB-5015,5015,2025-12-30 22:14:26,CUST-1051,kaylaiyer@icloud.com,paid,fulfilled,USD,59.97,NEWBREW20,11.99,0,3.83,51.81,Shop Pay,Atlanta,Georgia,US,Direct,
NB-5248,5248,2025-12-30 23:05:13,CUST-1112,alexander_johnson@gmail.com,paid,fulfilled,USD,338.93,,0.0,0,23.15,362.08,Shop Pay,Leeds,England,GB,TikTok Ads,
NB-5470,5470,2026-01-01 06:41:50,CUST-1164,rakesh.sethi@outlook.com,paid,fulfilled,USD,232.95,WELCOME10,23.3,0,18.64,228.29,Credit Card,Kolkata,West Bengal,IN,Organic Search,
NB-5327,5327,2026-01-01 11:26:35,CUST-1085,tanya.pandey@gmail.com,paid,fulfilled,USD,166.92,,0,0,12.41,179.33,Google Pay,Gurgaon,Haryana,IN,Google Ads,
NB-5399,5399,2026-01-01 15:02:33,CUST-1113,paige.lewis@gmail.com,paid,fulfilled,USD,305.42,,0,0,24.56,329.98,Credit Card,Los Angeles,California,US,Instagram Ads,
NB-5347,5347,2026-01-01 15:18:52,CUST-1068,ritupillai@gmail.com,paid,fulfilled,USD,299.95,,0,0,24.15,324.1,Google Pay,Leeds,England,GB,Organic Search,
NB-5634,5634,2026-01-01 16:24:19,CUST-1150,urmi.phillips@gmail.com,paid,delivered,USD,23.62,,0.0,0,1.6,25.22,PayPal,Philadelphia,Pennsylvania,US,Referral,
NB-5332,5332,2026-01-01 16:53:16,CUST-1031,swatireddy@gmail.com,paid,delivered,USD,209.93,,0,0,19.11,229.04,PayPal,Hyderabad,Telangana,IN,Google Ads,
NB-5593,5593,2026-01-01 18:03:26,CUST-1117,tanyaallen@outlook.com,paid,fulfilled,USD,70.96,,0.0,0,5.09,76.05,Credit Card,Chicago,Illinois,US,Organic Search,
NB-5446,5446,2026-01-01 18:30:37,CUST-1042,cameron.anderson@yahoo.com,paid,delivered,USD,199.91,NEWBREW20,39.98,0,12.9,172.83,Apple Pay,Dubai,Dubai,AE,TikTok Ads,
NB-5544,5544,2026-01-01 19:11:09,CUST-1134,brett.harris@gmail.com,paid,fulfilled,USD,44.98,,0.0,5.99,3.54,54.51,Credit Card,Mumbai,Maharashtra,IN,Organic Search,
NB-5311,5311,2026-01-01 23:37:16,CUST-1083,jackturner@icloud.com,paid,fulfilled,USD,173.92,,0,0,13.97,187.89,Credit Card,San Jose,California,US,Direct,
NB-5472,5472,2026-01-02 06:08:06,CUST-1062,sunita.tiwari@icloud.com,paid,delivered,USD,318.35,,0.0,0,22.46,340.81,Google Pay,San Francisco,California,US,Facebook Ads,
NB-5334,5334,2026-01-02 07:35:03,CUST-1137,tushar_bhatt@hotmail.com,paid,delivered,USD,260.94,,0,0,23.96,284.9,Apple Pay,Mumbai,Maharashtra,IN,Organic Search,
NB-5569,5569,2026-01-02 09:22:46,CUST-1181,yuki.tiwari@protonmail.com,paid,fulfilled,USD,99.97,COFFEE15,15.0,0,6.56,91.53,Credit Card,Nashville,Tennessee,US,Organic Search,
NB-5371,5371,2026-01-02 09:24:59,CUST-1101,benjamingarcia@yahoo.com,paid,fulfilled,USD,193.89,,0,0,17.34,211.23,PayPal,Berlin,Berlin,DE,TikTok Ads,
NB-5554,5554,2026-01-02 12:44:32,CUST-1125,pooja.thomas@outlook.com,paid,fulfilled,USD,127.33,,0.0,0,8.23,135.56,Credit Card,Portland,Oregon,US,Instagram Ads,
NB-5533,5533,2026-01-02 16:16:43,CUST-1113,paige.lewis@gmail.com,paid,fulfilled,USD,219.66,,0.0,0,16.17,235.83,Credit Card,Los Angeles,California,US,Instagram Ads,
NB-5630,5630,2026-01-02 17:04:46,CUST-1041,james.ibrahim@protonmail.com,paid,fulfilled,USD,304.76,NEWBREW20,60.95,0,21.43,265.24,Credit Card,San Jose,California,US,Instagram Ads,
NB-5309,5309,2026-01-02 22:18:26,CUST-1059,tinapandey@yahoo.com,paid,fulfilled,USD,93.45,,0,0,7.27,100.72,Google Pay,San Diego,California,US,Email Campaign,
NB-5643,5643,2026-01-02 23:20:10,CUST-1138,namita.ghosh@hotmail.com,paid,fulfilled,USD,235.9,,0.0,0,14.51,250.41,Credit Card,Gurgaon,Haryana,IN,Organic Search,
NB-5448,5448,2026-01-03 06:09:49,CUST-1141,peter.wright@hotmail.com,paid,fulfilled,USD,461.45,COFFEE15,69.22,0,33.74,425.97,Shop Pay,Portland,Oregon,US,Instagram Ads,
NB-5548,5548,2026-01-03 07:08:32,CUST-1090,sandeepwright@icloud.com,paid,fulfilled,USD,463.9,,0.0,0,41.03,504.93,PayPal,Los Angeles,California,US,Instagram Ads,
NB-5367,5367,2026-01-03 12:03:40,CUST-1043,komalwalker@protonmail.com,paid,fulfilled,USD,152.95,,0,0,11.92,164.87,Credit Card,Birmingham,England,GB,Organic Search,
NB-5297,5297,2026-01-03 14:55:43,CUST-1194,peter.campbell@icloud.com,paid,delivered,USD,74.97,,0,0,6.47,81.44,Apple Pay,San Jose,California,US,Organic Search,
NB-5307,5307,2026-01-03 17:45:48,CUST-1059,tinapandey@yahoo.com,paid,fulfilled,USD,115.95,,0,0,8.86,124.81,Shop Pay,San Diego,California,US,Email Campaign,
NB-5469,5469,2026-01-03 19:43:48,CUST-1190,kavya.clark@gmail.com,paid,delivered,USD,99.65,,0.0,0,8.38,108.03,Credit Card,London,England,GB,Instagram Ads,
NB-5294,5294,2026-01-03 19:51:23,CUST-1194,peter.campbell@icloud.com,paid,fulfilled,USD,296.91,,0,0,21.27,318.18,Credit Card,San Jose,California,US,Organic Search,
NB-5333,5333,2026-01-03 20:37:07,CUST-1031,swatireddy@gmail.com,paid,fulfilled,USD,63.97,,0,0,6.19,70.16,Credit Card,Hyderabad,Telangana,IN,Google Ads,
NB-5391,5391,2026-01-03 21:11:03,CUST-1061,rohit_walker@icloud.com,paid,fulfilled,USD,81.87,,0,0,5.4,87.27,Credit Card,Los Angeles,California,US,Organic Search,
NB-5346,5346,2026-01-03 22:32:34,CUST-1068,ritupillai@gmail.com,paid,shipped,USD,105.45,,0,0,6.91,112.36,Shop Pay,Leeds,England,GB,Organic Search,
NB-5624,5624,2026-01-04 08:40:25,CUST-1085,tanya.pandey@gmail.com,paid,fulfilled,USD,118.53,,0.0,0,8.64,127.17,Credit Card,Gurgaon,Haryana,IN,Google Ads,
NB-5465,5465,2026-01-04 12:01:20,CUST-1101,benjamingarcia@yahoo.com,paid,fulfilled,USD,42.98,,0.0,5.99,3.86,52.83,PayPal,Berlin,Berlin,DE,TikTok Ads,
NB-5582,5582,2026-01-04 14:48:52,CUST-1034,chris.deshpande@icloud.com,paid,fulfilled,USD,128.92,COFFEE15,19.34,0,9.87,119.45,Credit Card,Houston,Texas,US,TikTok Ads,
NB-5595,5595,2026-01-04 16:17:34,CUST-1018,davidthompson@gmail.com,paid,delivered,USD,167.94,,0.0,0,14.04,181.98,Credit Card,Denver,Colorado,US,Direct,
NB-5285,5285,2026-01-04 16:45:33,CUST-1143,peterwilliams@protonmail.com,paid,fulfilled,USD,154.95,,0,0,14.47,169.42,Shop Pay,Sacramento,California,US,Referral,
NB-5302,5302,2026-01-04 17:28:44,CUST-1026,ajay_rao@hotmail.com,paid,fulfilled,USD,469.93,,0,0,44.24,514.17,Credit Card,San Diego,California,US,Google Ads,
NB-5328,5328,2026-01-04 17:59:12,CUST-1072,deepak_tiwari@protonmail.com,paid,fulfilled,USD,150.92,,0,0,14.97,165.89,Credit Card,Pune,Maharashtra,IN,Direct,
NB-5467,5467,2026-01-04 18:27:12,CUST-1178,thomas.smith@outlook.com,paid,fulfilled,USD,164.92,,0.0,0,12.73,177.65,Credit Card,Miami,Florida,US,Organic Search,
NB-5477,5477,2026-01-04 23:05:22,CUST-1073,pankaj_deshpande@protonmail.com,paid,fulfilled,USD,79.9,WELCOME10,7.99,0,6.42,78.33,Credit Card,Miami,Florida,US,Referral,
NB-5542,5542,2026-01-05 09:10:12,CUST-1004,sakshi.martinez@yahoo.com,paid,fulfilled,USD,50.97,NEWBREW20,10.19,0,3.13,43.91,Credit Card,Sydney,New South Wales,AU,Organic Search,
NB-5492,5492,2026-01-05 10:19:40,CUST-1139,riley.taylor@yahoo.com,paid,fulfilled,USD,156.59,,0.0,0,10.35,166.94,PayPal,Phoenix,Arizona,US,Referral,
NB-5577,5577,2026-01-05 11:25:18,CUST-1128,omar.davis@yahoo.com,paid,fulfilled,USD,42.48,,0.0,5.99,3.53,52.0,Shop Pay,Dubai,Dubai,AE,Instagram Ads,
NB-5365,5365,2026-01-05 12:41:02,CUST-1043,komalwalker@protonmail.com,paid,fulfilled,USD,48.97,,0,0,3.96,52.93,Apple Pay,Birmingham,England,GB,Organic Search,
NB-5287,5287,2026-01-05 13:11:02,CUST-1061,rohit_walker@icloud.com,paid,fulfilled,USD,109.97,,0,0,10.54,120.51,Credit Card,Los Angeles,California,US,Organic Search,
NB-5627,5627,2026-01-05 15:15:01,CUST-1060,komalchen@gmail.com,paid,fulfilled,USD,560.34,,0.0,0,51.63,611.97,PayPal,Brooklyn,New York,US,Instagram Ads,
NB-5495,5495,2026-01-05 15:29:07,CUST-1119,tushar_thomas@gmail.com,paid,fulfilled,USD,97.96,COFFEE15,14.69,0,5.92,89.19,Credit Card,Jaipur,Rajasthan,IN,Direct,
NB-5611,5611,2026-01-05 16:00:36,CUST-1066,liam.green@gmail.com,paid,fulfilled,USD,105.96,,0.0,0,8.28,114.24,PayPal,Austin,Texas,US,Organic Search,
NB-5389,5389,2026-01-05 21:18:57,CUST-1143,peterwilliams@protonmail.com,paid,fulfilled,USD,77.97,,0,0,5.29,83.26,Credit Card,Sacramento,California,US,Referral,
NB-5401,5401,2026-01-05 23:13:37,CUST-1113,paige.lewis@gmail.com,paid,fulfilled,USD,142.96,,0,0,10.04,153.0,Credit Card,Los Angeles,California,US,Instagram Ads,
NB-5605,5605,2026-01-06 06:08:33,CUST-1069,emmakumar@yahoo.com,paid,fulfilled,USD,41.5,,0.0,8.99,3.59,54.08,Apple Pay,Denver,Colorado,US,Referral,
NB-5578,5578,2026-01-06 06:39:14,CUST-1116,jake_patel@outlook.com,paid,fulfilled,USD,49.98,,0.0,0,4.22,54.2,PayPal,Bangalore,Karnataka,IN,Organic Search,
NB-5359,5359,2026-01-06 06:43:17,CUST-1127,amangreen@outlook.com,paid,fulfilled,USD,39.98,,0,0,3.11,43.09,Google Pay,Pune,Maharashtra,IN,Organic Search,
NB-5555,5555,2026-01-06 06:49:10,CUST-1025,jessicajackson@outlook.com,paid,fulfilled,USD,231.99,,0.0,0,15.57,247.56,PayPal,London,England,GB,Instagram Ads,
NB-5361,5361,2026-01-06 08:14:56,CUST-1127,amangreen@outlook.com,paid,fulfilled,USD,25.98,,0,0,1.99,27.97,Google Pay,Pune,Maharashtra,IN,Organic Search,
NB-5380,5380,2026-01-06 10:55:33,CUST-1087,meera.white@icloud.com,paid,fulfilled,USD,214.93,,0,0,14.99,229.92,Google Pay,Bristol,England,GB,Referral,
NB-5480,5480,2026-01-06 21:47:19,CUST-1027,pooja.thompson@hotmail.com,paid,fulfilled,USD,124.94,,0.0,0,8.35,133.29,PayPal,New York,New York,US,TikTok Ads,
NB-5506,5506,2026-01-07 06:14:26,CUST-1066,liam.green@gmail.com,paid,fulfilled,USD,182.93,,0.0,0,13.04,195.97,Credit Card,Austin,Texas,US,Organic Search,
NB-5511,5511,2026-01-07 06:21:46,CUST-1168,tushar.campbell@outlook.com,paid,fulfilled,USD,448.89,LOYALTY5,22.44,0,38.7,465.15,Credit Card,Las Vegas,Nevada,US,Organic Search,
NB-5503,5503,2026-01-07 07:08:13,CUST-1072,deepak_tiwari@protonmail.com,paid,fulfilled,USD,67.96,,0.0,0,6.49,74.45,Shop Pay,Pune,Maharashtra,IN,Direct,
NB-5345,5345,2026-01-07 07:29:32,CUST-1068,ritupillai@gmail.com,paid,fulfilled,USD,97.97,,0,0,6.92,104.89,Credit Card,Leeds,England,GB,Organic Search,
NB-5546,5546,2026-01-07 10:06:46,CUST-1187,aman_berg@outlook.com,paid,delivered,USD,136.96,,0.0,0,11.37,148.33,Apple Pay,Birmingham,England,GB,Direct,
NB-5586,5586,2026-01-07 10:17:38,CUST-1086,gaurav.sinha@gmail.com,paid,fulfilled,USD,336.68,,0.0,0,27.03,363.71,PayPal,San Diego,California,US,Referral,
NB-5526,5526,2026-01-07 11:18:58,CUST-1124,divya.green@yahoo.com,paid,fulfilled,USD,112.95,NEWBREW20,22.59,0,8.15,98.51,PayPal,Manchester,England,GB,TikTok Ads,
NB-5534,5534,2026-01-07 11:34:13,CUST-1113,paige.lewis@gmail.com,paid,fulfilled,USD,254.49,,0.0,0,23.44,277.93,Google Pay,Los Angeles,California,US,Instagram Ads,
NB-5556,5556,2026-01-07 12:17:56,CUST-1116,jake_patel@outlook.com,paid,fulfilled,USD,179.98,,0.0,0,11.46,191.44,PayPal,Bangalore,Karnataka,IN,Organic Search,
NB-5344,5344,2026-01-07 12:28:55,CUST-1049,peterreddy@outlook.com,paid,fulfilled,USD,80.96,,0,0,5.13,86.09,Credit Card,Jaipur,Rajasthan,IN,Direct,
NB-5348,5348,2026-01-07 12:30:14,CUST-1068,ritupillai@gmail.com,paid,fulfilled,USD,75.96,,0,0,6.25,82.21,Credit Card,Leeds,England,GB,Organic Search,
NB-5635,5635,2026-01-07 17:06:55,CUST-1152,kaylachatterjee@hotmail.com,paid,fulfilled,USD,133.92,COFFEE15,20.09,0,6.97,120.8,Shop Pay,Chicago,Illinois,US,Organic Search,
NB-5468,5468,2026-01-07 17:23:09,CUST-1021,oliver.white@gmail.com,paid,delivered,USD,227.29,,0.0,0,18.74,246.03,Shop Pay,Boston,Massachusetts,US,Referral,
NB-5602,5602,2026-01-07 18:37:52,CUST-1054,william.taylor@gmail.com,paid,fulfilled,USD,98.88,NEWBREW20,19.78,0,5.13,84.23,Credit Card,Denver,Colorado,US,Referral,
NB-5572,5572,2026-01-07 19:17:47,CUST-1134,brett.harris@gmail.com,paid,fulfilled,USD,106.96,WELCOME10,10.7,0,8.31,104.57,Credit Card,Mumbai,Maharashtra,IN,Organic Search,
NB-5341,5341,2026-01-07 20:15:23,CUST-1049,peterreddy@outlook.com,paid,fulfilled,USD,160.42,,0,0,12.38,172.8,Shop Pay,Jaipur,Rajasthan,IN,Direct,
NB-5580,5580,2026-01-07 20:29:15,CUST-1009,travis.white@hotmail.com,paid,fulfilled,USD,171.92,,0.0,0,12.0,183.92,Credit Card,Phoenix,Arizona,US,Email Campaign,
NB-5451,5451,2026-01-07 20:42:05,CUST-1021,oliver.white@gmail.com,paid,fulfilled,USD,377.74,WELCOME10,37.77,0,30.85,370.82,PayPal,Boston,Massachusetts,US,Referral,
NB-5316,5316,2026-01-07 21:00:07,CUST-1184,taylor.deshpande@protonmail.com,paid,fulfilled,USD,192.95,,0,0,16.25,209.2,PayPal,Brooklyn,New York,US,Email Campaign,
NB-5493,5493,2026-01-07 21:01:53,CUST-1069,emmakumar@yahoo.com,paid,delivered,USD,152.21,COFFEE15,22.83,0,12.21,141.59,Credit Card,Denver,Colorado,US,Referral,
NB-5352,5352,2026-01-07 22:04:29,CUST-1195,charliewright@protonmail.com,paid,fulfilled,USD,34.99,,0,5.99,2.65,43.63,Credit Card,Minneapolis,Minnesota,US,Google Ads,
NB-5325,5325,2026-01-07 22:18:02,CUST-1085,tanya.pandey@gmail.com,paid,shipped,USD,24.99,,0,0,2.33,27.32,Shop Pay,Gurgaon,Haryana,IN,Google Ads,
NB-5496,5496,2026-01-07 22:24:32,CUST-1142,jake_harris@yahoo.com,paid,fulfilled,USD,17.98,LOYALTY5,0.9,0,1.34,18.42,Credit Card,Gurgaon,Haryana,IN,Organic Search,
NB-5509,5509,2026-01-07 23:13:07,CUST-1147,rileybajaj@outlook.com,paid,fulfilled,USD,62.97,COFFEE15,9.45,0,5.25,58.77,PayPal,Manhattan,New York,US,Email Campaign,
NB-5336,5336,2026-01-08 07:03:08,CUST-1137,tushar_bhatt@hotmail.com,paid,fulfilled,USD,137.96,,0,0,9.98,147.94,Credit Card,Mumbai,Maharashtra,IN,Organic Search,
NB-5283,5283,2026-01-08 09:35:03,CUST-1143,peterwilliams@protonmail.com,paid,delivered,USD,29.99,,0,5.99,3.0,38.98,Apple Pay,Sacramento,California,US,Referral,
NB-5358,5358,2026-01-08 10:20:42,CUST-1005,madisonal-rashid@outlook.com,paid,fulfilled,USD,73.96,,0,0,4.73,78.69,Credit Card,Leeds,England,GB,Google Ads,
NB-5562,5562,2026-01-08 12:27:05,CUST-1051,kaylaiyer@icloud.com,paid,fulfilled,USD,78.96,COFFEE15,11.84,0,5.82,72.94,Apple Pay,Atlanta,Georgia,US,Direct,
NB-5590,5590,2026-01-08 14:43:35,CUST-1151,fatima_campbell@hotmail.com,paid,fulfilled,USD,190.61,,0.0,0,12.8,203.41,Apple Pay,Philadelphia,Pennsylvania,US,Google Ads,
NB-5483,5483,2026-01-08 19:23:13,CUST-1009,travis.white@hotmail.com,paid,fulfilled,USD,433.92,NEWBREW20,86.78,0,23.26,370.4,Google Pay,Phoenix,Arizona,US,Email Campaign,
NB-5558,5558,2026-01-08 20:16:02,CUST-1058,sunil.wright@protonmail.com,paid,fulfilled,USD,323.19,,0.0,0,21.81,345.0,Credit Card,Calgary,Alberta,CA,Instagram Ads,
NB-5499,5499,2026-01-08 20:43:18,CUST-1054,william.taylor@gmail.com,paid,fulfilled,USD,122.38,,0.0,0,10.42,132.8,Credit Card,Denver,Colorado,US,Referral,
NB-5620,5620,2026-01-08 21:14:37,CUST-1137,tushar_bhatt@hotmail.com,paid,fulfilled,USD,95.96,WELCOME10,9.6,0,5.33,91.69,PayPal,Mumbai,Maharashtra,IN,Organic Search,
